,ReturnDate,ReturnQuantity,SubcategoryName,OrderDate,OrderQuantity
2853,,0.0,Socks,2016-12-16,2
2854,2016-12-16,1.0,Tires and Tubes,2016-12-16,51
2855,,0.0,Touring Bikes,2016-12-16,6
2856,,0.0,Vests,2016-12-16,3
2861,,0.0,Bike Racks,2017-01-17,1
2862,,0.0,Bike Stands,2017-01-17,1
2863,2017-01-17,2.0,Bottles and Cages,2017-01-17,37
2864,,0.0,Caps,2017-01-17,5
2865,2017-01-17,1.0,Cleaners,2017-01-17,9
2866,2017-01-17,1.0,Fenders,2017-01-17,7
2867,,0.0,Gloves,2017-01-17,6
2868,2017-01-17,2.0,Helmets,2017-01-17,18
2869,,0.0,Jerseys,2017-01-17,6
2870,,0.0,Mountain Bikes,2017-01-17,9
2871,,0.0,Road Bikes,2017-01-17,7
2872,,0.0,Shorts,2017-01-17,3
2873,2017-01-17,1.0,Tires and Tubes,2017-01-17,52
2874,,0.0,Touring Bikes,2017-01-17,3
2875,,0.0,Vests,2017-01-17,1
2879,2017-02-17,1.0,Bottles and Cages,2017-02-17,57
2880,,0.0,Caps,2017-02-17,10
2881,,0.0,Cleaners,2017-02-17,8
2882,2017-02-17,1.0,Fenders,2017-02-17,11
2883,,0.0,Gloves,2017-02-17,18
2884,2017-02-17,2.0,Helmets,2017-02-17,24
2885,,0.0,Hydration Packs,2017-02-17,4
2886,2017-02-17,1.0,Jerseys,2017-02-17,7
2887,,0.0,Mountain Bikes,2017-02-17,13
2888,2017-02-17,1.0,Road Bikes,2017-02-17,15
2889,,0.0,Shorts,2017-02-17,3
2890,,0.0,Socks,2017-02-17,4
2891,2017-02-17,2.0,Tires and Tubes,2017-02-17,91
2892,,0.0,Touring Bikes,2017-02-17,5
2893,,0.0,Vests,2017-02-17,3
2898,,0.0,Bike Stands,2017-03-17,2
2899,,0.0,Bottles and Cages,2017-03-17,45
2900,,0.0,Caps,2017-03-17,10
2901,,0.0,Cleaners,2017-03-17,3
2902,,0.0,Fenders,2017-03-17,5
2903,,0.0,Gloves,2017-03-17,6
2904,2017-03-17,1.0,Helmets,2017-03-17,14
2905,,0.0,Hydration Packs,2017-03-17,2
2906,,0.0,Jerseys,2017-03-17,8
2907,,0.0,Mountain Bikes,2017-03-17,12
2908,,0.0,Road Bikes,2017-03-17,7
2909,,0.0,Shorts,2017-03-17,3
2910,2017-03-17,2.0,Tires and Tubes,2017-03-17,56
2911,,0.0,Touring Bikes,2017-03-17,9
2912,,0.0,Vests,2017-03-17,1
2917,,0.0,Bike Racks,2017-04-17,2
2918,,0.0,Bottles and Cages,2017-04-17,46
2919,,0.0,Caps,2017-04-17,15
2920,,0.0,Cleaners,2017-04-17,4
2921,,0.0,Fenders,2017-04-17,15
2922,,0.0,Gloves,2017-04-17,14
2923,,0.0,Helmets,2017-04-17,20
2924,,0.0,Jerseys,2017-04-17,9
2925,,0.0,Mountain Bikes,2017-04-17,10
2926,2017-04-17,1.0,Road Bikes,2017-04-17,14
2927,,0.0,Shorts,2017-04-17,4
2928,,0.0,Socks,2017-04-17,3
2929,2017-04-17,1.0,Tires and Tubes,2017-04-17,64
2930,2017-04-17,2.0,Touring Bikes,2017-04-17,9
2931,2017-04-17,1.0,Vests,2017-04-17,2
2936,,0.0,Bike Racks,2017-05-17,5
2937,,0.0,Bike Stands,2017-05-17,1
2938,2017-05-17,2.0,Bottles and Cages,2017-05-17,53
2939,,0.0,Caps,2017-05-17,4
2940,,0.0,Cleaners,2017-05-17,8
2941,,0.0,Fenders,2017-05-17,21
2942,,0.0,Gloves,2017-05-17,4
2943,2017-05-17,2.0,Helmets,2017-05-17,29
2944,,0.0,Hydration Packs,2017-05-17,1
2945,,0.0,Jerseys,2017-05-17,5
2946,,0.0,Mountain Bikes,2017-05-17,12
2947,,0.0,Road Bikes,2017-05-17,14
2948,,0.0,Socks,2017-05-17,5
2949,,0.0,Tires and Tubes,2017-05-17,58
2950,2017-05-17,1.0,Touring Bikes,2017-05-17,7
2954,,0.0,Bottles and Cages,2017-06-17,71
2955,,0.0,Caps,2017-06-17,11
2956,,0.0,Cleaners,2017-06-17,4
2957,,0.0,Fenders,2017-06-17,16
2958,,0.0,Gloves,2017-06-17,17
2959,,0.0,Helmets,2017-06-17,30
2960,,0.0,Hydration Packs,2017-06-17,5
2961,2017-06-17,1.0,Jerseys,2017-06-17,10
2962,2017-06-17,3.0,Mountain Bikes,2017-06-17,19
2963,,0.0,Road Bikes,2017-06-17,17
2964,,0.0,Shorts,2017-06-17,3
2965,2017-06-17,1.0,Socks,2017-06-17,5
2966,2017-06-17,2.0,Tires and Tubes,2017-06-17,69
2967,,0.0,Touring Bikes,2017-06-17,10
2968,,0.0,Vests,2017-06-17,2
2984,,0.0,Bike Racks,2016-08-17,1
2985,,0.0,Bike Stands,2016-08-17,1
2986,,0.0,Bottles and Cages,2016-08-17,9
2987,,0.0,Caps,2016-08-17,11
2988,,0.0,Fenders,2016-08-17,12
2989,,0.0,Gloves,2016-08-17,10
2990,2016-08-17,1.0,Helmets,2016-08-17,12
2991,,0.0,Hydration Packs,2016-08-17,1
2992,,0.0,Jerseys,2016-08-17,6
2993,,0.0,Mountain Bikes,2016-08-17,4
2994,,0.0,Road Bikes,2016-08-17,9
2995,,0.0,Shorts,2016-08-17,3
2996,,0.0,Socks,2016-08-17,2
2997,2016-08-17,1.0,Tires and Tubes,2016-08-17,71
2998,,0.0,Touring Bikes,2016-08-17,4
2999,,0.0,Vests,2016-08-17,1
3001,,0.0,Bike Racks,2016-09-17,2
3002,,0.0,Bike Stands,2016-09-17,2
3003,,0.0,Bottles and Cages,2016-09-17,50
3004,,0.0,Caps,2016-09-17,11
3005,,0.0,Cleaners,2016-09-17,4
3006,,0.0,Fenders,2016-09-17,10
3007,2016-09-17,2.0,Gloves,2016-09-17,6
3008,2016-09-17,1.0,Helmets,2016-09-17,15
3009,,0.0,Hydration Packs,2016-09-17,1
3010,,0.0,Jerseys,2016-09-17,8
3011,,0.0,Mountain Bikes,2016-09-17,5
3012,,0.0,Road Bikes,2016-09-17,6
3013,,0.0,Shorts,2016-09-17,2
3014,,0.0,Socks,2016-09-17,1
3015,,0.0,Tires and Tubes,2016-09-17,48
3016,,0.0,Touring Bikes,2016-09-17,4
3017,,0.0,Vests,2016-09-17,2
3020,,0.0,Bottles and Cages,2016-10-17,35
3021,,0.0,Caps,2016-10-17,5
3022,,0.0,Cleaners,2016-10-17,9
3023,2016-10-17,1.0,Fenders,2016-10-17,9
3024,,0.0,Gloves,2016-10-17,6
3025,,0.0,Helmets,2016-10-17,11
3026,,0.0,Hydration Packs,2016-10-17,2
3027,,0.0,Jerseys,2016-10-17,4
3028,,0.0,Mountain Bikes,2016-10-17,8
3029,,0.0,Road Bikes,2016-10-17,11
3030,,0.0,Shorts,2016-10-17,3
3031,,0.0,Socks,2016-10-17,8
3032,2016-10-17,2.0,Tires and Tubes,2016-10-17,46
3033,,0.0,Touring Bikes,2016-10-17,2
3034,,0.0,Vests,2016-10-17,2
3037,,0.0,Bike Racks,2016-11-17,1
3038,,0.0,Bike Stands,2016-11-17,1
3039,,0.0,Bottles and Cages,2016-11-17,46
3040,,0.0,Caps,2016-11-17,8
3041,,0.0,Cleaners,2016-11-17,7
3042,,0.0,Fenders,2016-11-17,10
3043,,0.0,Gloves,2016-11-17,4
3044,,0.0,Helmets,2016-11-17,19
3045,2016-11-17,1.0,Hydration Packs,2016-11-17,5
3046,,0.0,Jerseys,2016-11-17,5
3047,,0.0,Mountain Bikes,2016-11-17,7
3048,2016-11-17,3.0,Road Bikes,2016-11-17,14
3049,,0.0,Shorts,2016-11-17,1
3050,,0.0,Socks,2016-11-17,10
3051,,0.0,Tires and Tubes,2016-11-17,47
3052,,0.0,Touring Bikes,2016-11-17,5
3053,,0.0,Vests,2016-11-17,2
3056,,0.0,Bike Racks,2016-12-17,1
3057,,0.0,Bike Stands,2016-12-17,1
3058,2016-12-17,1.0,Bottles and Cages,2016-12-17,42
3059,,0.0,Caps,2016-12-17,12
3060,,0.0,Cleaners,2016-12-17,4
3061,,0.0,Fenders,2016-12-17,11
3062,,0.0,Gloves,2016-12-17,7
3063,2016-12-17,1.0,Helmets,2016-12-17,13
3064,,0.0,Hydration Packs,2016-12-17,2
3065,,0.0,Jerseys,2016-12-17,16
3066,,0.0,Mountain Bikes,2016-12-17,10
3067,2016-12-17,1.0,Road Bikes,2016-12-17,12
3068,2016-12-17,1.0,Shorts,2016-12-17,5
3069,,0.0,Socks,2016-12-17,4
3070,2016-12-17,3.0,Tires and Tubes,2016-12-17,59
3071,,0.0,Touring Bikes,2016-12-17,6
3075,,0.0,Bike Racks,2017-01-18,1
3076,2017-01-18,1.0,Bottles and Cages,2017-01-18,39
3077,,0.0,Caps,2017-01-18,11
3078,,0.0,Cleaners,2017-01-18,5
3079,,0.0,Fenders,2017-01-18,6
3080,,0.0,Gloves,2017-01-18,6
3081,2017-01-18,1.0,Helmets,2017-01-18,20
3082,2017-01-18,1.0,Hydration Packs,2017-01-18,2
3083,,0.0,Jerseys,2017-01-18,10
3084,,0.0,Mountain Bikes,2017-01-18,4
3085,,0.0,Road Bikes,2017-01-18,14
3086,2017-01-18,1.0,Shorts,2017-01-18,6
3087,,0.0,Socks,2017-01-18,9
3088,2017-01-18,2.0,Tires and Tubes,2017-01-18,76
3089,,0.0,Touring Bikes,2017-01-18,3
3090,2017-01-18,1.0,Vests,2017-01-18,2
3094,,0.0,Bike Racks,2017-02-18,3
3095,,0.0,Bike Stands,2017-02-18,2
3096,,0.0,Bottles and Cages,2017-02-18,57
3097,,0.0,Caps,2017-02-18,15
3098,,0.0,Cleaners,2017-02-18,10
3099,,0.0,Fenders,2017-02-18,3
3100,,0.0,Gloves,2017-02-18,9
3101,2017-02-18,1.0,Helmets,2017-02-18,19
3102,,0.0,Hydration Packs,2017-02-18,5
3103,,0.0,Jerseys,2017-02-18,8
3104,,0.0,Mountain Bikes,2017-02-18,12
3105,,0.0,Road Bikes,2017-02-18,13
3106,,0.0,Shorts,2017-02-18,3
3107,,0.0,Socks,2017-02-18,8
3108,2017-02-18,1.0,Tires and Tubes,2017-02-18,71
3109,,0.0,Touring Bikes,2017-02-18,10
3113,,0.0,Bike Racks,2017-03-18,3
3114,2017-03-18,2.0,Bottles and Cages,2017-03-18,35
3115,,0.0,Caps,2017-03-18,11
3116,,0.0,Cleaners,2017-03-18,2
3117,,0.0,Fenders,2017-03-18,11
3118,2017-03-18,1.0,Gloves,2017-03-18,3
3119,,0.0,Helmets,2017-03-18,18
3120,,0.0,Hydration Packs,2017-03-18,2
3121,,0.0,Jerseys,2017-03-18,6
3122,2017-03-18,1.0,Mountain Bikes,2017-03-18,10
3123,,0.0,Road Bikes,2017-03-18,14
3124,,0.0,Shorts,2017-03-18,3
3125,,0.0,Socks,2017-03-18,4
3126,2017-03-18,2.0,Tires and Tubes,2017-03-18,43
3127,,0.0,Touring Bikes,2017-03-18,10
3128,2017-03-18,1.0,Vests,2017-03-18,3
3132,,0.0,Bike Racks,2017-04-18,1
3133,2017-04-18,2.0,Bottles and Cages,2017-04-18,58
3134,,0.0,Caps,2017-04-18,15
3135,,0.0,Cleaners,2017-04-18,2
3136,,0.0,Fenders,2017-04-18,12
3137,2017-04-18,1.0,Gloves,2017-04-18,13
3138,,0.0,Helmets,2017-04-18,18
3139,,0.0,Jerseys,2017-04-18,16
3140,,0.0,Mountain Bikes,2017-04-18,10
3141,2017-04-18,1.0,Road Bikes,2017-04-18,16
3142,,0.0,Shorts,2017-04-18,3
3143,,0.0,Socks,2017-04-18,5
3144,,0.0,Tires and Tubes,2017-04-18,65
3145,2017-04-18,2.0,Touring Bikes,2017-04-18,10
3146,,0.0,Vests,2017-04-18,3
3150,,0.0,Bottles and Cages,2017-05-18,39
3151,,0.0,Caps,2017-05-18,1
3152,,0.0,Cleaners,2017-05-18,7
3153,,0.0,Fenders,2017-05-18,10
3154,,0.0,Gloves,2017-05-18,9
3155,,0.0,Helmets,2017-05-18,18
3156,,0.0,Hydration Packs,2017-05-18,1
3157,,0.0,Jerseys,2017-05-18,10
3158,,0.0,Mountain Bikes,2017-05-18,12
3159,,0.0,Road Bikes,2017-05-18,13
3160,,0.0,Shorts,2017-05-18,2
3161,,0.0,Socks,2017-05-18,2
3162,2017-05-18,1.0,Tires and Tubes,2017-05-18,49
3163,,0.0,Touring Bikes,2017-05-18,5
3164,,0.0,Vests,2017-05-18,1
3169,,0.0,Bike Racks,2017-06-18,2
3170,,0.0,Bike Stands,2017-06-18,2
3171,,0.0,Bottles and Cages,2017-06-18,22
3172,,0.0,Caps,2017-06-18,19
3173,,0.0,Cleaners,2017-06-18,16
3174,,0.0,Fenders,2017-06-18,15
3175,,0.0,Gloves,2017-06-18,6
3176,,0.0,Helmets,2017-06-18,18
3177,,0.0,Hydration Packs,2017-06-18,3
3178,,0.0,Jerseys,2017-06-18,10
3179,,0.0,Mountain Bikes,2017-06-18,15
3180,,0.0,Road Bikes,2017-06-18,13
3181,,0.0,Shorts,2017-06-18,1
3182,,0.0,Socks,2017-06-18,3
3183,2017-06-18,1.0,Tires and Tubes,2017-06-18,63
3184,,0.0,Touring Bikes,2017-06-18,7
3199,,0.0,Bike Racks,2016-08-18,2
3200,,0.0,Bike Stands,2016-08-18,1
3201,2016-08-18,2.0,Bottles and Cages,2016-08-18,51
3202,,0.0,Caps,2016-08-18,16
3203,,0.0,Cleaners,2016-08-18,4
3204,,0.0,Fenders,2016-08-18,15
3205,,0.0,Gloves,2016-08-18,9
3206,,0.0,Helmets,2016-08-18,17
3207,,0.0,Hydration Packs,2016-08-18,2
3208,,0.0,Jerseys,2016-08-18,9
3209,2016-08-18,1.0,Mountain Bikes,2016-08-18,6
3210,,0.0,Road Bikes,2016-08-18,15
3211,,0.0,Shorts,2016-08-18,2
3212,,0.0,Socks,2016-08-18,2
3213,,0.0,Tires and Tubes,2016-08-18,36
3214,,0.0,Touring Bikes,2016-08-18,5
3215,,0.0,Vests,2016-08-18,2
3218,,0.0,Bike Racks,2016-09-18,2
3219,,0.0,Bottles and Cages,2016-09-18,39
3220,,0.0,Caps,2016-09-18,17
3221,,0.0,Cleaners,2016-09-18,6
3222,,0.0,Fenders,2016-09-18,5
3223,,0.0,Gloves,2016-09-18,10
3224,,0.0,Helmets,2016-09-18,18
3225,,0.0,Hydration Packs,2016-09-18,2
3226,,0.0,Jerseys,2016-09-18,11
3227,,0.0,Mountain Bikes,2016-09-18,7
3228,2016-09-18,1.0,Road Bikes,2016-09-18,8
3229,,0.0,Shorts,2016-09-18,2
3230,,0.0,Socks,2016-09-18,2
3231,2016-09-18,1.0,Tires and Tubes,2016-09-18,80
3232,,0.0,Touring Bikes,2016-09-18,3
3233,,0.0,Vests,2016-09-18,2
3236,,0.0,Bike Racks,2016-10-18,1
3237,,0.0,Bike Stands,2016-10-18,1
3238,,0.0,Bottles and Cages,2016-10-18,28
3239,,0.0,Caps,2016-10-18,15
3240,,0.0,Cleaners,2016-10-18,4
3241,,0.0,Fenders,2016-10-18,11
3242,,0.0,Gloves,2016-10-18,9
3243,,0.0,Helmets,2016-10-18,15
3244,,0.0,Hydration Packs,2016-10-18,4
3245,,0.0,Jerseys,2016-10-18,6
3246,,0.0,Mountain Bikes,2016-10-18,7
3247,,0.0,Road Bikes,2016-10-18,10
3248,,0.0,Shorts,2016-10-18,5
3249,2016-10-18,1.0,Socks,2016-10-18,8
3250,,0.0,Tires and Tubes,2016-10-18,42
3251,,0.0,Touring Bikes,2016-10-18,6
3252,,0.0,Vests,2016-10-18,3
3255,,0.0,Bike Stands,2016-11-18,2
3256,2016-11-18,1.0,Bottles and Cages,2016-11-18,34
3257,,0.0,Caps,2016-11-18,20
3258,,0.0,Cleaners,2016-11-18,5
3259,,0.0,Fenders,2016-11-18,10
3260,,0.0,Gloves,2016-11-18,6
3261,2016-11-18,2.0,Helmets,2016-11-18,20
3262,2016-11-18,1.0,Hydration Packs,2016-11-18,1
3263,,0.0,Jerseys,2016-11-18,10
3264,,0.0,Mountain Bikes,2016-11-18,11
3265,2016-11-18,2.0,Road Bikes,2016-11-18,6
3266,,0.0,Shorts,2016-11-18,1
3267,2016-11-18,1.0,Tires and Tubes,2016-11-18,87
3268,,0.0,Touring Bikes,2016-11-18,6
3269,,0.0,Vests,2016-11-18,2
3272,,0.0,Bike Racks,2016-12-18,1
3273,2016-12-18,1.0,Bottles and Cages,2016-12-18,69
3274,,0.0,Caps,2016-12-18,18
3275,,0.0,Fenders,2016-12-18,15
3276,,0.0,Gloves,2016-12-18,5
3277,,0.0,Helmets,2016-12-18,28
3278,,0.0,Jerseys,2016-12-18,11
3279,2016-12-18,1.0,Mountain Bikes,2016-12-18,17
3280,,0.0,Road Bikes,2016-12-18,15
3281,,0.0,Shorts,2016-12-18,3
3282,,0.0,Socks,2016-12-18,9
3283,,0.0,Tires and Tubes,2016-12-18,50
3284,,0.0,Touring Bikes,2016-12-18,11
3285,,0.0,Vests,2016-12-18,1
3289,,0.0,Bike Racks,2017-01-19,1
3290,2017-01-19,1.0,Bottles and Cages,2017-01-19,45
3291,,0.0,Caps,2017-01-19,12
3292,,0.0,Cleaners,2017-01-19,6
3293,,0.0,Fenders,2017-01-19,13
3294,,0.0,Gloves,2017-01-19,9
3295,2017-01-19,1.0,Helmets,2017-01-19,14
3296,,0.0,Hydration Packs,2017-01-19,1
3297,,0.0,Jerseys,2017-01-19,6
3298,,0.0,Mountain Bikes,2017-01-19,8
3299,,0.0,Road Bikes,2017-01-19,8
3300,2017-01-19,1.0,Shorts,2017-01-19,2
3301,,0.0,Socks,2017-01-19,2
3302,2017-01-19,2.0,Tires and Tubes,2017-01-19,56
3303,,0.0,Touring Bikes,2017-01-19,5
3307,,0.0,Bike Racks,2017-02-19,1
3308,,0.0,Bike Stands,2017-02-19,1
3309,,0.0,Bottles and Cages,2017-02-19,49
3310,,0.0,Caps,2017-02-19,18
3311,,0.0,Cleaners,2017-02-19,4
3312,,0.0,Fenders,2017-02-19,7
3313,,0.0,Gloves,2017-02-19,8
3314,,0.0,Helmets,2017-02-19,13
3315,,0.0,Hydration Packs,2017-02-19,1
3316,,0.0,Jerseys,2017-02-19,12
3317,2017-02-19,1.0,Mountain Bikes,2017-02-19,9
3318,2017-02-19,1.0,Road Bikes,2017-02-19,12
3319,,0.0,Shorts,2017-02-19,2
3320,,0.0,Socks,2017-02-19,7
3321,2017-02-19,2.0,Tires and Tubes,2017-02-19,65
3322,,0.0,Touring Bikes,2017-02-19,5
3323,,0.0,Vests,2017-02-19,2
3327,,0.0,Bike Stands,2017-03-19,1
3328,2017-03-19,2.0,Bottles and Cages,2017-03-19,28
3329,,0.0,Caps,2017-03-19,22
3330,,0.0,Cleaners,2017-03-19,3
3331,,0.0,Fenders,2017-03-19,12
3332,,0.0,Gloves,2017-03-19,8
3333,,0.0,Helmets,2017-03-19,22
3334,,0.0,Hydration Packs,2017-03-19,2
3335,,0.0,Jerseys,2017-03-19,5
3336,,0.0,Mountain Bikes,2017-03-19,12
3337,,0.0,Road Bikes,2017-03-19,12
3338,2017-03-19,1.0,Shorts,2017-03-19,5
3339,,0.0,Socks,2017-03-19,2
3340,2017-03-19,1.0,Tires and Tubes,2017-03-19,66
3341,,0.0,Touring Bikes,2017-03-19,6
3342,,0.0,Vests,2017-03-19,2
3347,,0.0,Bike Racks,2017-04-19,1
3348,2017-04-19,1.0,Bike Stands,2017-04-19,1
3349,2017-04-19,1.0,Bottles and Cages,2017-04-19,92
3350,,0.0,Caps,2017-04-19,7
3351,,0.0,Cleaners,2017-04-19,3
3352,,0.0,Fenders,2017-04-19,21
3353,,0.0,Gloves,2017-04-19,15
3354,2017-04-19,1.0,Helmets,2017-04-19,19
3355,2017-04-19,1.0,Hydration Packs,2017-04-19,3
3356,,0.0,Jerseys,2017-04-19,13
3357,,0.0,Mountain Bikes,2017-04-19,17
3358,,0.0,Road Bikes,2017-04-19,13
3359,,0.0,Shorts,2017-04-19,6
3360,,0.0,Socks,2017-04-19,1
3361,2017-04-19,2.0,Tires and Tubes,2017-04-19,70
3362,,0.0,Touring Bikes,2017-04-19,11
3363,,0.0,Vests,2017-04-19,3
3368,,0.0,Bottles and Cages,2017-05-19,61
3369,2017-05-19,1.0,Caps,2017-05-19,13
3370,,0.0,Cleaners,2017-05-19,7
3371,,0.0,Fenders,2017-05-19,17
3372,,0.0,Gloves,2017-05-19,16
3373,2017-05-19,1.0,Helmets,2017-05-19,17
3374,,0.0,Jerseys,2017-05-19,15
3375,,0.0,Mountain Bikes,2017-05-19,12
3376,2017-05-19,1.0,Road Bikes,2017-05-19,21
3377,,0.0,Shorts,2017-05-19,5
3378,,0.0,Socks,2017-05-19,2
3379,,0.0,Tires and Tubes,2017-05-19,32
3380,,0.0,Touring Bikes,2017-05-19,4
3381,,0.0,Vests,2017-05-19,2
3386,,0.0,Bike Racks,2017-06-19,2
3387,,0.0,Bottles and Cages,2017-06-19,63
3388,,0.0,Caps,2017-06-19,22
3389,,0.0,Cleaners,2017-06-19,9
3390,,0.0,Fenders,2017-06-19,18
3391,2017-06-19,1.0,Gloves,2017-06-19,5
3392,,0.0,Helmets,2017-06-19,20
3393,2017-06-19,1.0,Hydration Packs,2017-06-19,4
3394,,0.0,Jerseys,2017-06-19,13
3395,2017-06-19,1.0,Mountain Bikes,2017-06-19,14
3396,,0.0,Road Bikes,2017-06-19,17
3397,,0.0,Shorts,2017-06-19,6
3398,,0.0,Socks,2017-06-19,6
3399,,0.0,Tires and Tubes,2017-06-19,54
3400,2017-06-19,1.0,Touring Bikes,2017-06-19,12
3401,,0.0,Vests,2017-06-19,1
3416,,0.0,Bike Racks,2016-08-19,1
3417,,0.0,Bike Stands,2016-08-19,1
3418,,0.0,Bottles and Cages,2016-08-19,42
3419,2016-08-19,1.0,Caps,2016-08-19,16
3420,,0.0,Cleaners,2016-08-19,6
3421,,0.0,Fenders,2016-08-19,8
3422,,0.0,Gloves,2016-08-19,6
3423,,0.0,Helmets,2016-08-19,20
3424,,0.0,Hydration Packs,2016-08-19,1
3425,,0.0,Jerseys,2016-08-19,12
3426,,0.0,Mountain Bikes,2016-08-19,6
3427,,0.0,Road Bikes,2016-08-19,9
3428,,0.0,Shorts,2016-08-19,3
3429,,0.0,Socks,2016-08-19,2
3430,2016-08-19,1.0,Tires and Tubes,2016-08-19,60
3431,,0.0,Touring Bikes,2016-08-19,3
3432,,0.0,Vests,2016-08-19,1
3434,,0.0,Bike Racks,2016-09-19,2
3435,,0.0,Bike Stands,2016-09-19,2
3436,,0.0,Bottles and Cages,2016-09-19,42
3437,,0.0,Caps,2016-09-19,12
3438,,0.0,Cleaners,2016-09-19,6
3439,,0.0,Fenders,2016-09-19,13
3440,,0.0,Gloves,2016-09-19,4
3441,2016-09-19,1.0,Helmets,2016-09-19,22
3442,,0.0,Hydration Packs,2016-09-19,2
3443,,0.0,Jerseys,2016-09-19,10
3444,,0.0,Mountain Bikes,2016-09-19,13
3445,2016-09-19,2.0,Road Bikes,2016-09-19,15
3446,,0.0,Shorts,2016-09-19,4
3447,,0.0,Socks,2016-09-19,5
3448,2016-09-19,2.0,Tires and Tubes,2016-09-19,58
3449,,0.0,Touring Bikes,2016-09-19,3
3450,,0.0,Vests,2016-09-19,1
3453,,0.0,Bike Stands,2016-10-19,2
3454,,0.0,Bottles and Cages,2016-10-19,38
3455,,0.0,Caps,2016-10-19,3
3456,,0.0,Cleaners,2016-10-19,5
3457,,0.0,Fenders,2016-10-19,7
3458,,0.0,Gloves,2016-10-19,3
3459,2016-10-19,1.0,Helmets,2016-10-19,12
3460,,0.0,Hydration Packs,2016-10-19,1
3461,,0.0,Jerseys,2016-10-19,7
3462,2016-10-19,2.0,Mountain Bikes,2016-10-19,9
3463,,0.0,Road Bikes,2016-10-19,9
3464,,0.0,Shorts,2016-10-19,1
3465,,0.0,Tires and Tubes,2016-10-19,39
3466,,0.0,Touring Bikes,2016-10-19,6
3469,,0.0,Bike Racks,2016-11-19,2
3470,2016-11-19,1.0,Bike Stands,2016-11-19,1
3471,,0.0,Bottles and Cages,2016-11-19,38
3472,,0.0,Caps,2016-11-19,12
3473,,0.0,Cleaners,2016-11-19,5
3474,,0.0,Fenders,2016-11-19,9
3475,,0.0,Gloves,2016-11-19,9
3476,2016-11-19,3.0,Helmets,2016-11-19,20
3477,,0.0,Hydration Packs,2016-11-19,3
3478,,0.0,Jerseys,2016-11-19,4
3479,,0.0,Mountain Bikes,2016-11-19,9
3480,2016-11-19,3.0,Road Bikes,2016-11-19,8
3481,,0.0,Shorts,2016-11-19,3
3482,,0.0,Socks,2016-11-19,7
3483,2016-11-19,1.0,Tires and Tubes,2016-11-19,80
3484,,0.0,Touring Bikes,2016-11-19,2
3487,,0.0,Bike Racks,2016-12-19,1
3488,,0.0,Bike Stands,2016-12-19,6
3489,,0.0,Bottles and Cages,2016-12-19,33
3490,,0.0,Caps,2016-12-19,14
3491,,0.0,Cleaners,2016-12-19,5
3492,,0.0,Fenders,2016-12-19,21
3493,,0.0,Gloves,2016-12-19,14
3494,2016-12-19,1.0,Helmets,2016-12-19,18
3495,,0.0,Hydration Packs,2016-12-19,1
3496,,0.0,Jerseys,2016-12-19,11
3497,2016-12-19,1.0,Mountain Bikes,2016-12-19,15
3498,,0.0,Road Bikes,2016-12-19,11
3499,,0.0,Shorts,2016-12-19,1
3500,,0.0,Socks,2016-12-19,4
3501,,0.0,Tires and Tubes,2016-12-19,66
3502,2016-12-19,1.0,Touring Bikes,2016-12-19,6
3503,,0.0,Vests,2016-12-19,1
3507,,0.0,Bike Racks,2017-01-20,2
3508,,0.0,Bottles and Cages,2017-01-20,62
3509,,0.0,Caps,2017-01-20,14
3510,2017-01-20,1.0,Cleaners,2017-01-20,10
3511,2017-01-20,1.0,Fenders,2017-01-20,21
3512,,0.0,Gloves,2017-01-20,1
3513,2017-01-20,1.0,Helmets,2017-01-20,23
3514,,0.0,Hydration Packs,2017-01-20,1
3515,2017-01-20,1.0,Jerseys,2017-01-20,6
3516,,0.0,Mountain Bikes,2017-01-20,13
3517,,0.0,Road Bikes,2017-01-20,14
3518,,0.0,Shorts,2017-01-20,1
3519,,0.0,Socks,2017-01-20,7
3520,2017-01-20,1.0,Tires and Tubes,2017-01-20,83
3521,2017-01-20,1.0,Touring Bikes,2017-01-20,9
3522,,0.0,Vests,2017-01-20,4
3526,,0.0,Bike Racks,2017-02-20,1
3527,,0.0,Bike Stands,2017-02-20,1
3528,2017-02-20,1.0,Bottles and Cages,2017-02-20,73
3529,,0.0,Caps,2017-02-20,21
3530,,0.0,Cleaners,2017-02-20,7
3531,2017-02-20,1.0,Fenders,2017-02-20,26
3532,,0.0,Gloves,2017-02-20,15
3533,2017-02-20,1.0,Helmets,2017-02-20,24
3534,,0.0,Hydration Packs,2017-02-20,1
3535,2017-02-20,1.0,Jerseys,2017-02-20,13
3536,,0.0,Mountain Bikes,2017-02-20,21
3537,2017-02-20,1.0,Road Bikes,2017-02-20,17
3538,,0.0,Shorts,2017-02-20,2
3539,,0.0,Socks,2017-02-20,7
3540,2017-02-20,2.0,Tires and Tubes,2017-02-20,92
3541,2017-02-20,1.0,Touring Bikes,2017-02-20,6
3542,,0.0,Vests,2017-02-20,4
3547,,0.0,Bike Racks,2017-03-20,1
3548,,0.0,Bottles and Cages,2017-03-20,58
3549,,0.0,Caps,2017-03-20,11
3550,,0.0,Cleaners,2017-03-20,4
3551,,0.0,Fenders,2017-03-20,6
3552,2017-03-20,1.0,Gloves,2017-03-20,12
3553,,0.0,Helmets,2017-03-20,18
3554,,0.0,Hydration Packs,2017-03-20,3
3555,2017-03-20,1.0,Jerseys,2017-03-20,5
